numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,
07299,20201110150000,102580,-30,6,150,1.000000,288.250000,281.950000,66,15000,1,1,1,60,4,1250,31,23,11,99340,,,280,,,,,276.450000,,,1.800000,2.400000,-10,0,0.000000,0.000000,-30,0.000000,0.000000,0.000000,-0.100000,-0.100000,,,,,1,6,1400,3,3,5600,3,0,7000,,,,
07314,20201110150000,102690,-40,6,280,2.100000,289.350000,285.150000,76,,1,0,,50,3,450,39,20,14,102410,,,560,,,,,,,,2.900000,4.400000,-10,1,,,,0.000000,0.000000,-0.100000,1.000000,1.400000,,,,,1,3,3000,2,0,5000,1,9,500,,,,
07335,20201110150000,102620,-30,6,220,3.200000,288.650000,284.450000,76,54390,0,,,100,2,800,,,,101180,,,500,,,,,282.150000,,,4.900000,4.900000,-10,2,0.000000,,,-0.100000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,2,,690,8,,2520,,,,,,,
07434,20201110150000,102640,-50,5,260,2.800000,287.450000,283.050000,75,48010,0,,,,1,1750,,,,97890,,,450,,,,,283.950000,,,4.500000,5.200000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,4.800000,,,,,1,,1860,,,,,,,,,,
07460,20201110150000,102620,-40,5,90,0.700000,287.750000,282.750000,72,60000,0,,,100,2,1250,,,,98760,,,490,,,,,282.550000,,,1.200000,1.800000,-10,0,0.000000,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,2,,1170,8,,2580,,,,,,,
07471,20201110150000,,-40,6,0,0.000000,285.350000,281.850000,79,20000,0,,,90,6,800,,,,92940,,873,350,,,,,280.450000,,,0.900000,3.400000,-10,1,0.000000,,,0.000000,1.400000,1.600000,1.800000,1.800000,,,,,2,,750,6,,1440,7,,2220,,,,
07481,20201110150000,102610,-30,6,20,3.500000,287.550000,284.150000,80,20000,1,0,0,25,1,450,31,20,11,99750,,,370,,,,,,,,5.100000,6.000000,-10,0,0.000000,0.000000,-30,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,8,400,1,0,8000,,,,,,,
07510,20201110150000,102740,-50,6,280,3.800000,290.450000,283.050000,62,43970,0,,,,1,800,,,,102160,,,570,,,,,282.650000,,,5.500000,5.700000,-10,0,0.000000,,,0.000000,1.000000,1.000000,1.200000,1.200000,,,,,1,,900,,,,,,,,,,
07535,20201110150000,102710,-30,5,320,1.700000,288.850000,284.850000,77,20000,0,,,,5,1750,,,,99610,,,510,,,,,283.950000,,,3.300000,3.300000,-10,,0.000000,,,-0.100000,0.600000,0.600000,0.800000,0.800000,,,,,3,,1860,5,,2580,5,,4620,,,,
07558,20201110150000,102480,-30,5,320,4.400000,286.350000,281.450000,72,20000,0,,,,,,,,,94230,,,330,,,,,279.650000,,,7.100000,7.100000,-10,,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,,,,,,,,,,,,,
07577,20201110150000,102440,-110,5,10,4.200000,290.750000,284.750000,68,19870,0,,,,,,,,,101560,,,190,,,,,283.850000,,,6.600000,7.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
07591,20201110150000,,-60,6,190,1.600000,288.750000,276.550000,44,20000,0,,,,,,,,,92270,,853,50,,,,,277.950000,,,3.200000,3.900000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07607,20201110150000,102740,-90,6,280,2.700000,291.050000,284.650000,66,60000,0,,,,2,800,,,,102040,,,560,,,,,284.550000,,,4.500000,4.500000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,,780,,8,,,,,,,,
07621,20201110150000,102700,-50,5,320,1.700000,289.250000,284.450000,73,40190,0,,,,4,450,,,,98420,,,550,,,,,284.650000,,,2.900000,3.800000,-10,0,0.000000,,,0.000000,0.000000,-0.100000,12.100000,12.700000,,,,,4,,540,,,,,,,,,,
07627,20201110150000,102720,-40,6,0,0.000000,288.050000,284.050000,77,20000,0,,,100,8,2250,,,,97840,,,590,,,,,283.450000,,,0.000000,1.400000,-10,0,0.000000,,,0.000000,0.000000,4.400000,22.800000,22.800000,,,,,8,,2340,,,,,,,,,,
07630,20201110150000,102690,-50,5,310,1.800000,290.450000,285.350000,72,29810,0,,,,2,800,,,,100910,,,550,,,,,284.850000,,,2.900000,4.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,1,,720,,9,,,,,,,,
07643,20201110150000,102460,-70,5,210,2.500000,291.750000,287.450000,76,26430,0,,,,1,2760,,,,102360,,,210,,,,,284.050000,,,3.500000,4.600000,-10,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,1,,2760,,,,,,,,,,
07650,20201110150000,102380,-90,5,270,4.000000,291.150000,286.650000,75,23380,0,,,,0,,,,,102000,,,160,,,,,282.650000,,,5.000000,5.200000,-10,2,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07661,20201110150000,,,,290,3.100000,,,,,,0,,,,,,,,,,,,,,,,,,,5.000000,5.600000,-10,,,,,,,,,,,,,,,,,,,,,,,,,,
07690,20201110150000,102360,-50,5,190,2.000000,291.450000,287.150000,76,30000,1,0,0,10,1,800,34,20,11,102050,,,60,,,,,284.850000,,,2.600000,3.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,6,600,1,0,8000,,,,,,,
07747,20201110150000,102530,-30,5,280,6.800000,292.550000,283.250000,55,46860,0,,,,0,,,,,102010,,,400,,,,,285.250000,,,11.000000,11.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07761,20201110150000,102310,-10,5,190,2.600000,292.250000,288.950000,81,9930,0,,,,0,,,,,102200,,,60,,,,,282.450000,,,4.000000,5.000000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07790,20201110150000,102310,-20,5,120,0.900000,291.050000,287.350000,79,22200,0,,,,1,7620,,,,102170,,,30,,,,,286.150000,,,1.400000,3.400000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,,,,,,1,,7620,,,,,,,,,,
61968,20201110150000,101210,70,3,80,3.800000,300.350000,295.750000,76,,,,,,,,,,,101160,,,-210,,299.350000,,304.750000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61972,20201110150000,101270,20,5,230,4.200000,300.750000,294.350000,68,,,,,,,,,,,101200,,,-120,,296.950000,,304.150000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
61976,20201110150000,101470,140,3,150,7.400000,298.650000,293.050000,71,,,,,,,,,,,101380,,,-230,,297.150000,,302.550000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,,,,,,,,,,,,,
61980,20201110150000,101630,110,3,120,6.600000,296.550000,290.350000,68,50700,0,,,90,7,1250,,,,101480,,,-340,,,,,,,,9.200000,10.700000,-10,,,,,0.000000,0.000000,0.000000,0.000000,1.200000,,,,,7,,1410,,,,,,,,,,
61996,20201110150000,100330,80,3,250,11.600000,284.450000,280.950000,79,,,,,,,,,,,99980,,,-1140,,283.750000,,289.750000,,,,,,,,,,,0.200000,0.200000,0.200000,0.200000,7.600000,,,,,,,,,,,,,,,,,
61997,20201110150000,101030,20,3,270,7.900000,276.850000,272.650000,74,,,,,,,,,,,99230,,,580,,273.950000,,279.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61998,20201110150000,99460,110,3,240,12.900000,275.250000,270.950000,73,,,,,,,,,,,99090,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67005,20201110150000,101260,80,3,30,3.300000,300.650000,295.350000,73,20000,0,,,,3,800,,,,101180,,,-190,,,,,,,,5.600000,6.500000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,690,3,,840,,,,,,,
71805,20201110150000,101530,-160,8,240,8.400000,281.450000,281.450000,100,800,42,4,4,100,8,80,36,,,101440,,,-610,,,,,279.850000,,,11.200000,11.700000,-10,1,0.000000,0.000000,-30,-0.100000,-0.100000,-0.100000,-0.100000,0.400000,,,,,8,7,50,,,,,,,,,,
78890,20201110150000,101490,110,0,100,4.800000,296.750000,295.950000,95,,,,,,,,,,,101170,,,110,,295.750000,,300.850000,,,,,,,,,,,21.700000,21.700000,22.300000,23.300000,23.300000,,,,,,,,,,,,,,,,,
78894,20201110150000,101510,70,0,110,4.100000,298.450000,296.550000,89,,,,,,,,,,,100990,,,70,,296.750000,,303.250000,,,,,,,,,,,0.200000,4.400000,34.000000,34.000000,34.200000,,,,,,,,,,,,,,,,,
78897,20201110150000,101510,120,0,180,4.800000,295.950000,294.750000,93,2120,,,,,,,,,,101420,,,120,,,,,,,,,,,,,,,12.600000,16.400000,29.200000,47.500000,55.900000,,,,,,,,,,,,,,,,,
78922,20201110150000,101480,50,1,140,9.400000,298.850000,295.550000,82,,,,,,,,,,,101030,,,-20,,,,,,,,,,,,,,,0.000000,0.200000,0.400000,4.600000,7.200000,,,,,,,,,,,,,,,,,
78925,20201110150000,101420,50,0,90,6.100000,301.550000,298.350000,83,47840,0,,,90,6,450,,,,101330,,,-60,,,,,,,,9.200000,11.100000,-10,,,,,0.000000,0.000000,0.000000,0.200000,1.600000,,,,,1,,480,5,,780,5,,1050,,9,,
81401,20201110150000,101240,70,8,110,2.100000,302.050000,298.850000,83,,,,,,,,,,,101180,,,-40,,296.650000,,307.350000,,,,,,,,,,,1.000000,1.200000,1.200000,3.200000,3.200000,,,,,,,,,,,,,,,,,
81405,20201110150000,101250,-110,8,60,3.100000,304.150000,296.750000,65,60000,0,,,,1,800,,,,101160,,,-50,,,,,298.850000,,,5.100000,6.200000,-10,,,,,0.000000,,,,,,,,,1,,810,,8,,,,,,,,
81408,20201110150000,101200,160,8,160,1.200000,304.950000,297.250000,64,,,,,,,,,,,101120,,,-30,,296.050000,,306.850000,,,,,,,,,,,0.000000,0.000000,0.200000,0.200000,0.600000,,,,,,,,,,,,,,,,,
81415,20201110150000,101300,100,8,40,1.900000,304.250000,296.650000,64,,,,,,,,,,,100110,,,0,,296.350000,,307.450000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,5.300000,,,,,,,,,,,,,,,,,
89642,20201110150000,97690,130,3,180,13.400000,261.250000,250.650000,37,,,,,,,,,,,97140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07005,20201110180000,102620,80,3,140,1.000000,285.850000,284.550000,92,20000,0,,,,,,,,,101750,,,450,283.450000,,288.350000,,281.950000,,,1.500000,2.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
07015,20201110180000,102640,80,3,140,1.100000,283.850000,283.350000,97,90,45,,,101,9,30,,,,102060,,,410,281.850000,,286.150000,,279.450000,,,1.600000,1.700000,-10,1,0.000000,,,0.000000,-0.100000,1.000000,3.200000,3.400000,,,,,0,0,,,,,,,,,,,
07020,20201110180000,102500,60,3,220,3.700000,286.250000,284.450000,89,10000,2,2,,75,6,800,32,20,10,102390,,,580,285.350000,,288.050000,,,,,5.100000,6.000000,-10,,,,,0.000000,0.000000,0.600000,7.800000,11.200000,,,,,6,6,800,,,,,,,,,,
07027,20201110180000,102610,60,1,160,1.100000,285.150000,282.850000,86,28100,0,,,100,8,1750,,,,101790,,,510,282.050000,,288.450000,,282.150000,,,1.300000,2.000000,-10,0,0.000000,,,0.000000,0.000000,0.200000,0.200000,0.200000,,,,,8,,1920,,,,,,,,,,
07037,20201110180000,102640,80,3,190,1.400000,284.750000,284.450000,98,12780,0,,,100,2,800,,,,100800,,,450,282.650000,,287.450000,,282.250000,,,1.600000,1.600000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,,900,8,,1620,,,,,,,
07072,20201110180000,102700,70,3,80,1.600000,285.950000,285.150000,95,4590,10,,,100,8,450,,,,101550,,,420,281.650000,,287.150000,,280.950000,,,1.800000,2.000000,-10,,,,,0.000000,0.000000,-0.100000,0.200000,0.400000,,,,,2,,480,8,,990,,,,,,,
07110,20201110180000,102490,10,0,170,2.700000,284.150000,283.050000,93,5930,0,,,,2,450,,,,101300,,,530,284.150000,,288.350000,,281.050000,,,3.700000,4.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,1.200000,,,,,2,,360,3,,6720,,,,,,,
07117,20201110180000,102520,80,3,210,3.200000,285.550000,283.450000,87,,,2,,,,,,,,101820,,,600,283.950000,,288.650000,,,,,4.800000,4.800000,-10,1,,,,0.000000,0.000000,0.000000,0.000000,0.600000,,,,,,,,,,,,,,,,,
07130,20201110180000,102640,100,3,200,1.500000,285.950000,284.050000,88,25290,0,,,100,2,800,,,,102190,,,570,284.050000,,288.650000,,283.650000,,,2.700000,2.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,-0.100000,0.400000,,,,,2,,630,8,,2040,,,,,,,
07139,20201110180000,102660,70,3,160,2.200000,284.650000,284.050000,96,15740,0,,,,5,450,,,,100900,,,470,284.650000,,286.950000,,284.550000,,,3.200000,3.600000,-10,1,0.000000,,,0.000000,0.000000,-0.100000,0.200000,0.200000,,,,,5,,540,,,,,,,,,,
07149,20201110180000,102680,50,1,190,0.500000,285.450000,284.550000,94,11070,3,2,2,90,7,800,38,,,101590,,,450,284.950000,,287.950000,,,,,1.000000,2.400000,-10,1,0.000000,0.000000,-60,0.000000,0.000000,0.000000,1.400000,3.200000,,,,,1,8,600,2,6,1600,7,6,2300,,,,
07168,20201110180000,102760,90,2,160,0.700000,284.650000,283.550000,93,5020,0,,,100,1,1250,,,,101320,,,460,281.950000,,288.950000,,280.650000,,,1.100000,1.500000,-10,1,,,,0.000000,0.600000,2.500000,2.500000,2.700000,,,,,1,,1320,8,,2580,,8,,,,,
07181,20201110180000,102710,110,2,300,1.200000,285.150000,284.650000,97,3200,60,,,100,8,80,,,,98610,,,320,279.250000,,289.850000,,278.450000,,,2.000000,3.000000,-10,,,,,0.800000,1.800000,1.800000,1.800000,2.000000,,,,,2,,90,3,,480,8,,870,,9,,
07190,20201110180000,102850,80,2,350,1.600000,280.550000,280.450000,99,320,45,,,101,9,30,,,,100990,,,340,279.050000,,281.450000,,280.050000,,,2.300000,3.100000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,0,0,,,,,,,,,,,
07207,20201110180000,102670,50,3,240,4.100000,287.350000,284.350000,82,,,,,,,,,,,102150,,,570,287.050000,,289.050000,,,,,5.900000,6.800000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07222,20201110180000,102680,100,2,200,1.700000,284.250000,283.350000,94,4460,10,,,,0,,,,,102360,,,520,284.050000,,289.850000,,279.950000,,,2.200000,4.000000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.200000,1.200000,,,,,,,,,,,,,,,,,
07240,20201110180000,102690,110,3,350,1.700000,286.250000,284.950000,92,38190,0,,,100,1,450,,,,101340,,,450,284.550000,,288.750000,,284.850000,,,2.400000,3.800000,-10,0,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,0.400000,,,,,1,,330,8,,1680,,,,,,,
07255,20201110180000,102750,50,3,130,1.700000,284.850000,284.250000,96,1520,10,,,,,,,,,100740,,,430,284.150000,,287.650000,,283.150000,,,1.900000,1.900000,-10,,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,2.200000,,,,,,,,,,,,,,,,,
07280,20201110180000,102770,90,3,190,1.200000,284.050000,284.050000,100,250,45,,,101,9,30,,,,100020,,,380,277.550000,,285.450000,,282.850000,,,1.800000,1.800000,-10,0,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,0,0,,,,,,,,,,,
07299,20201110180000,102790,130,2,330,3.400000,281.950000,281.950000,100,180,47,4,1,101,9,,62,61,60,99470,,,310,276.150000,,289.650000,,276.750000,,,4.700000,5.100000,-10,0,0.000000,0.000000,-60,0.000000,0.000000,0.000000,-0.100000,-0.100000,,,,,9,59,,,,,,,,,,,
07314,20201110180000,102770,80,1,250,1.800000,287.750000,285.050000,84,,1,0,,50,3,450,39,20,14,102490,,,470,287.250000,,290.150000,,,,,2.400000,3.500000,-10,1,,,,0.000000,0.000000,0.000000,-0.100000,1.200000,,,,,1,3,3000,2,0,5000,1,9,500,,,,
07335,20201110180000,102720,90,1,200,2.100000,285.550000,283.750000,89,59870,0,,,100,6,1250,,,,101270,,,440,284.150000,,290.150000,,284.850000,,,2.700000,4.700000,-10,,,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,6,,1440,7,,1740,8,,2160,,,,
07434,20201110180000,102800,100,3,250,1.800000,284.550000,282.750000,89,53560,0,,,100,8,2250,,,,97990,,,400,283.950000,,288.150000,,284.450000,,,2.800000,4.300000,-10,1,0.000000,,,0.200000,0.200000,0.200000,0.200000,3.800000,,,,,8,,2040,,,,,,,,,,
07460,20201110180000,102760,100,3,120,0.800000,285.250000,282.450000,83,32800,0,,,100,8,1750,,,,98860,,,450,282.750000,,288.050000,,282.750000,,,1.100000,1.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,-0.100000,-0.100000,,,,,1,,1500,8,,2460,,,,,,,
07471,20201110180000,,90,1,250,1.100000,282.650000,280.950000,89,20000,0,,,100,1,1250,,,,93030,,880,310,280.550000,,285.650000,,281.250000,,,1.700000,2.900000,-10,1,0.000000,,,0.000000,0.000000,1.400000,1.800000,1.800000,,,,,1,,1110,8,,1920,,,,,,,
07481,20201110180000,102730,80,1,270,0.500000,283.950000,282.850000,93,10000,2,0,0,10,1,4100,30,23,10,99830,,,380,279.850000,,287.550000,,,,,0.900000,2.400000,-10,0,0.000000,0.000000,-60,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,3,4100,,,,,,,,,,
07510,20201110180000,102830,80,2,230,1.100000,285.450000,283.650000,89,29120,0,,,,0,,,,,102240,,,500,282.650000,,291.150000,,284.150000,,,1.300000,2.600000,-10,0,0.000000,,,0.000000,0.000000,1.000000,1.200000,1.200000,,,,,,,,,,,,,,,,,
07535,20201110180000,102840,80,3,160,1.000000,284.450000,283.150000,92,20000,0,,,90,7,2250,,,,99690,,,440,282.750000,,290.850000,,284.550000,,,1.400000,1.500000,-10,1,0.000000,,,0.000000,0.200000,0.800000,1.000000,1.000000,,,,,5,,2460,7,,4440,,,,,,,
07558,20201110180000,102620,90,1,310,4.700000,284.850000,282.050000,83,20000,0,,,,,,,,,94320,,,270,280.550000,,287.450000,,280.350000,,,7.200000,7.200000,-10,,0.000000,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,,,,,,,,,,,,,
07577,20201110180000,102530,80,3,20,5.700000,289.050000,284.450000,74,20000,0,,,,,,,,,101640,,,180,282.550000,,290.850000,,284.150000,,,9.700000,9.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
07591,20201110180000,,110,3,10,0.700000,281.150000,276.450000,72,17460,0,,,,,,,,,92380,,863,80,276.950000,,289.250000,,278.350000,,,2.000000,2.000000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07607,20201110180000,102840,80,3,0,0.000000,285.450000,283.350000,87,57220,0,,,,0,,,,,102120,,,500,281.650000,,291.550000,,284.550000,,,0.000000,1.800000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07621,20201110180000,102880,60,3,190,1.600000,282.150000,281.350000,95,13780,0,,,,0,,,,,98480,,,440,282.150000,,289.450000,,282.850000,,,1.800000,2.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,3.000000,12.700000,,,,,,,,,,,,,,,,,
07627,20201110180000,102920,80,2,120,0.500000,281.850000,281.350000,97,7270,0,,,,0,,,,,97920,,,460,281.350000,,288.550000,,282.250000,,,1.400000,2.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,8.400000,22.800000,,,,,,,,,,,,,,,,,
07630,20201110180000,102800,80,1,290,1.500000,286.250000,284.450000,89,3980,10,,,,1,2760,,,,100990,,,480,284.450000,,290.950000,,285.050000,,,2.000000,2.500000,-10,1,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,0.200000,,,,,1,,2760,,,,,,,,,,
07643,20201110180000,102530,70,2,270,2.100000,287.750000,286.750000,94,15080,0,,,,0,,,,,102430,,,190,285.250000,,291.950000,,282.550000,,,2.400000,2.400000,-10,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
07650,20201110180000,102450,60,1,310,1.500000,287.950000,285.650000,86,18050,0,,,,0,,,,,102060,,,120,282.550000,,292.350000,,282.650000,,,2.400000,3.400000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07661,20201110180000,,,,320,6.700000,,,,20000,1,0,,10,1,1250,31,20,10,,,,,,,,,,,,8.500000,11.000000,-10,,,,,,,,,,,,,,1,8,1000,,,,,,,,,,
07690,20201110180000,102430,70,3,320,2.700000,287.850000,285.350000,85,30000,2,0,0,10,1,800,35,20,10,102120,,,60,285.950000,,293.050000,,284.850000,,,3.500000,3.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,6,600,,,,,,,,,,
07747,20201110180000,102640,100,2,230,2.200000,287.650000,282.050000,69,60000,0,,,,2,2940,,,,102110,,,360,284.450000,,293.650000,,285.750000,,,3.300000,6.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,,2940,,,,,,,,,,
07761,20201110180000,102370,60,3,60,1.600000,287.950000,286.350000,90,3640,10,,,,0,,,,,102260,,,80,282.950000,,293.150000,,282.450000,,,2.300000,2.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
07790,20201110180000,102370,50,1,220,1.300000,286.850000,285.950000,94,2640,10,,,,1,7440,,,,102220,,,10,284.250000,,292.950000,,286.650000,,,1.800000,2.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,,,,,,1,,7440,,,,,,,,,,
61968,20201110180000,101350,140,1,80,4.800000,299.750000,295.550000,78,,,,,,,,,,,101300,,,-190,,299.350000,,304.750000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61972,20201110180000,101400,130,2,220,3.300000,299.150000,294.350000,75,,,,,,,,,,,101330,,,-120,,296.950000,,304.150000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
61976,20201110180000,101570,100,1,140,6.800000,298.550000,294.050000,76,,,,,,,,,,,101480,,,-250,,297.150000,,302.550000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,,,,,,,,,,,,,
61980,20201110180000,101790,160,3,130,6.200000,295.750000,290.850000,74,60000,0,,,,0,,,,,101640,,,-290,,,,,,,,9.300000,9.300000,-10,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
61996,20201110180000,100380,50,0,260,9.900000,284.350000,281.350000,82,,,,,,,,,,,100030,,,-670,,283.750000,,289.750000,,,,,,,,,,,0.400000,0.600000,0.800000,0.800000,8.200000,,,,,,,,,,,,,,,,,
61997,20201110180000,101080,50,3,260,9.300000,276.650000,273.150000,78,,,,,,,,,,,99280,,,380,,273.950000,,279.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61998,20201110180000,99440,-20,7,260,8.700000,274.750000,270.250000,72,,,,,,,,,,,99070,,,1390,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,,,
67005,20201110180000,101360,100,1,360,2.100000,299.550000,295.450000,78,20000,0,,,,0,,,,,101280,,,-220,,,,,,,,2.900000,4.900000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
71805,20201110180000,101360,-170,6,240,7.000000,281.350000,281.350000,100,300,47,4,4,101,9,,62,61,60,101270,,,-490,280.550000,,281.950000,,279.850000,,,9.500000,11.100000,-10,0,0.000000,0.000000,-60,-0.100000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,9,59,,,,,,,,,,,
78890,20201110180000,101270,220,6,110,10.000000,299.550000,296.250000,82,,,,,,,,,,,100950,,,110,,295.750000,,300.850000,,,,,,,,,,,0.200000,2.000000,23.700000,24.300000,25.300000,,,,,,,,,,,,,,,,,
78894,20201110180000,101350,160,8,110,5.100000,296.950000,295.550000,92,,,,,,,,,,,100830,,,150,,296.650000,,302.550000,,,,,,,,,,,3.400000,7.000000,11.400000,41.000000,41.200000,,,,,,,,,,,,,,,,,
78897,20201110180000,101320,-190,6,150,1.400000,295.950000,295.450000,97,3520,,,,,,,,,,101230,,,160,,,,,,,,,,,,,,,23.100000,49.900000,66.300000,92.200000,101.800000,,,,,,,,,,,,,,,,,
78922,20201110180000,101280,200,5,170,7.500000,298.250000,297.250000,94,,,,,,,,,,,100830,,,80,,,,,,,,,,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,
78925,20201110180000,101230,-190,6,110,5.300000,301.150000,297.950000,83,57660,0,,,,1,1250,,,,101140,,,40,298.550000,,303.650000,,,,,7.000000,11.100000,-10,,,,,-0.100000,1.800000,1.800000,1.800000,3.400000,,,,,1,,1080,5,,3840,,8,,,,,
81401,20201110180000,101020,220,6,130,0.800000,299.350000,297.250000,88,,,,,,,,,,,100960,,,30,,296.650000,,306.650000,,,,,,,,,,,0.200000,2.600000,3.800000,3.800000,5.800000,,,,,,,,,,,,,,,,,
81405,20201110180000,100990,-260,7,280,2.500000,302.350000,298.750000,81,60000,0,,,,1,5040,,,,100900,,,-60,,,,,298.850000,,,3.700000,3.800000,-10,,,,,0.000000,7.800000,,,,,,,,1,,5040,,9,,,,,,,,
81408,20201110180000,100900,300,8,10,2.200000,301.950000,299.750000,88,,,,,,,,,,,100820,,,-80,,296.050000,,305.850000,,,,,,,,,,,4.600000,12.100000,12.100000,12.300000,12.300000,,,,,,,,,,,,,,,,,
81415,20201110180000,100920,390,6,60,0.900000,302.950000,296.650000,69,,,,,,,,,,,99720,,,-110,,296.350000,,307.450000,,,,,,,,,,,0.200000,2.800000,2.800000,2.800000,8.100000,,,,,,,,,,,,,,,,,
89642,20201110180000,97780,90,3,170,15.900000,259.450000,250.050000,41,,,,,,,,,,,97230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07005,20201110210000,102660,30,3,190,1.000000,284.550000,283.750000,95,15330,0,,,,,,,,,101780,,,440,,,,,283.450000,,,1.900000,2.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
